study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_domain;outcome_type;instrument;time;time_weeks;rating;baseline_m_arm1;baseline_m_arm2;baseline_sd_arm1;baseline_sd_arm2;mean_arm1;mean_arm2;sd_arm1;sd_arm2;n_arm1;n_arm2;m_change_arm1;m_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;.id;.g;.g_se;.log_rr;.log_rr_se;outcome_hierachy;rob_domain1;rob_domain2;rob_domain3;rob_domain4;rob_domain5;rob_overall;protocol;country;recruitment;incentive;specify_incentive;target_group;manual;program_name;guidance;setting_arm1;setting_arm2;internet_based;no_sessions_arm1;no_sessions_arm2;time_total_arm1;time_total_arm2;duration_therapy_arm1;duration_therapy_arm2;sessions_weekly_arm1;sessions_weekly_arm2;duration_session_arm1;duration_session_arm2;ave_modules_completed_arm1;ave_modules_completed_arm2;sd_modules_completed_arm1;sd_modules_completed_arm2;prop_modules_completed_arm1;m_age_arm1;m_age_arm2;sd_age_arm1;sd_age_arm2;female_arm1;female_arm2;female_total;prop_female_total;n_allocation_arm1;n_allocation_arm2;n_total_allocation;n_start_arm1;n_start_arm2;n_total_start;n_comp_arm1;n_comp_arm2;n_total_comp;reasons_partref;reasons_treatref;reasons_preterm;diagnosis_how;diagnosis_which;m_no_symptoms_arm1;m_no_symptoms_arm2;sd_no_symptoms_arm1;sd_no_symptoms_arm2;m_duration_symptoms_arm1;m_duration_symptoms_arm2;sd_duration_symptoms_arm1;sd_duration_symptoms_arm2;comorbidities_ex;specify_comorbidities_ex;consumer_satis;specify_consumer_satis;neg_eff;specify_neg_eff
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;phs;msd;sf-36 physical functioning;post;12;self-report;36,3;40,7;9,62;9,6;38,2;41,4;11;11,5;58;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_sf-36physicalfunctioning_post_12.0_self-report_cbt+ambt_ec_NA_NA;-0,282701217;0,190982515;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;phs;msd;sf-36 physical functioning;follow up;48;self-report;36,3;40,7;9,62;9,6;39,6;42,7;12,1;10,2;57;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_sf-36physicalfunctioning_followup_48.0_self-report_cbt+ambt_ec_NA_NA;-0,273501759;0,194675286;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
vlaeyen, 1996;cbt;wl;NA;NA;depr;msd;bdi;post;6;self-report;12,8;15,5;6,6;8,3;13,4;13,2;5,8;5,8;46;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vlaeyen_1996_msd_bdi_post_6.0_self-report_cbt_wl_NA_NA;0,034173958;0,216208334;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;nl;clinical;no;NA;adults;yes;cognitive-educational treatment;psy;group;NA;no;12;NA;1080;NA;6;NA;2;NA;90;NA;NA;NA;NA;NA;NA;44,6;42,8;9,3;9,6;46;35;81;0,88;49;43;92;46;40;86;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;124,8;118,8;92,4;94,8;yes;severe psvchopathologv that would make the patient unable to participate in a group format.;no;NA;no;NA
vollmer, 1998;cbt;att plac;cbt individual;att plac;som;msd;gi symptom diary;post;12;self-report;3,14;4,14;1,89;2,38;1,4;3,09;1,15;1,45;11;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vollmer_1998_msd_gisymptomdiary_post_12.0_self-report_cbt_attplac_cbtindividual_attplac;-1,247271893;0,480728872;NA;NA;primary;low;high;low;high;some concerns;high;NA;us;combined;no;NA;adults;yes;after greene and blanchard (1994);psy;individual;NA;no;10;NA;600;NA;10;NA;1;NA;60;NA;NA;NA;NA;NA;NA;40,6;47,7;13,4;7,9;8;8;16;0,76;11;10;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;165,6;139,2;159,6;96;yes;"serious mental disorders based on the structured Anxiety Disorders Interview Schedule-Revised (ADIS-R; DiNardo, Brown, & Barlow, 1994).";no;NA;no;NA
vollmer, 1998;cbt;att plac;cbt group;NA;som;msd;gi symptom diary;post;12;self-report;3,97;4,14;2,22;2,38;2,13;3,09;1,53;1,45;11;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vollmer_1998_msd_gisymptomdiary_post_12.0_self-report_cbt_attplac_cbtgroup_NA;-0,617429588;0,448060137;NA;NA;primary;low;high;low;high;some concerns;high;NA;us;combined;no;NA;adults;yes;after greene and blanchard (1994);psy;group;NA;no;10;NA;900;NA;10;NA;1;NA;90;NA;NA;NA;NA;NA;NA;42,5;14,1;47,7;7,9;9;8;17;0,81;11;10;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;96;139,2;108;96;yes;"serious mental disorders based on the structured Anxiety Disorders Interview Schedule-Revised (ADIS-R; DiNardo, Brown, & Barlow, 1994).";no;NA;no;NA
white, 2011;cbt;tau;NA;NA;som;msd;cfq;post;24;self-report;27,7;28,3;3,7;3,6;21,5;24;7,8;6,9;155;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;white_2011_msd_cfq_post_24.0_self-report_cbt_tau_NA_NA;-0,338811673;0,114043402;NA;NA;primary;low;low;low;high;low;high;ISRCTN Registry, ISRCTN54285094, A randomised controlled trial of adaptive pacing, cognitive behaviour therapy, and graded exercise, as supplements to standardised specialist medical care versus standardised specialist medical care alone for patients with the chronic fatigue syndrome/myalgic encephalomyelitis or encephalopathy, https://www.isrctn.com/ISRCTN54285094;gb;clinical;no;NA;adults;yes;NA;mixed;individual;NA;no;15;NA;900;NA;36;NA;0,42;NA;60;NA;NA;NA;NA;NA;NA;39;37;12;11;NA;NA;NA;NA;161;160;321;158;159;317;NA;NA;NA;NA;NA;NA;combined;cfs/me;4,6;4,7;1,8;1,7;NA;NA;NA;NA;yes;we excluded patients who were younger than 18 years or at significant risk of self-harm, unable to attend hospital appointments, unable to speak and read English, had medical needs that made participation inappropriate, had previously received a trial treatment for their present illness at a pace trial clinic (we initially excluded anyone whohadreceivedatrialtreatment,butfoundthenatureof treatment given elsewhere hard to establish).10;yes;at 52 weeks, participants rated satisfaction with treatment received on a 7-point scale, condensed into three categories to aid interpretation (satisfied, neutral, or dissatisfied).;yes;table 4, measured serious deterioation, physical functioning reduction, pcgi worse,withdrwan due to worsening, serious adverse reactions
white, 2011;cbt;tau;NA;NA;som;msd;cfq;follow up;120;self-report;27,7;28,3;3,7;3,6;18,4;20,2;8,5;8,6;118;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;white_2011_msd_cfq_followup_120.0_self-report_cbt_tau_NA_NA;-0,209854398;0,131397678;NA;NA;primary;low;low;low;high;low;high;ISRCTN Registry, ISRCTN54285094, A randomised controlled trial of adaptive pacing, cognitive behaviour therapy, and graded exercise, as supplements to standardised specialist medical care versus standardised specialist medical care alone for patients with the chronic fatigue syndrome/myalgic encephalomyelitis or encephalopathy, https://www.isrctn.com/ISRCTN54285094;gb;clinical;no;NA;adults;yes;NA;mixed;individual;NA;no;15;NA;900;NA;36;NA;0,42;NA;60;NA;NA;NA;NA;NA;NA;39;37;12;11;NA;NA;NA;NA;161;160;321;158;159;317;NA;NA;NA;NA;NA;NA;combined;cfs/me;4,6;4,7;1,8;1,7;NA;NA;NA;NA;yes;we excluded patients who were younger than 18 years or at significant risk of self-harm, unable to attend hospital appointments, unable to speak and read English, had medical needs that made participation inappropriate, had previously received a trial treatment for their present illness at a pace trial clinic (we initially excluded anyone whohadreceivedatrialtreatment,butfoundthenatureof treatment given elsewhere hard to establish).10;yes;at 52 weeks, participants rated satisfaction with treatment received on a 7-point scale, condensed into three categories to aid interpretation (satisfied, neutral, or dissatisfied).;yes;table 4, measured serious deterioation, physical functioning reduction, pcgi worse,withdrwan due to worsening, serious adverse reactions
white, 2011;cbt;tau;NA;NA;depr;msd;hads-d;follow up;120;self-report;8,3;8;3,7;3,9;6,2;7,2;3,7;4,7;143;151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;white_2011_msd_hads-d_followup_120.0_self-report_cbt_tau_NA_NA;-0,235063249;0,11708962;NA;NA;primary;low;low;low;high;low;high;ISRCTN Registry, ISRCTN54285094, A randomised controlled trial of adaptive pacing, cognitive behaviour therapy, and graded exercise, as supplements to standardised specialist medical care versus standardised specialist medical care alone for patients with the chronic fatigue syndrome/myalgic encephalomyelitis or encephalopathy, https://www.isrctn.com/ISRCTN54285094;gb;clinical;no;NA;adults;yes;NA;mixed;individual;NA;no;15;NA;900;NA;36;NA;0,42;NA;60;NA;NA;NA;NA;NA;NA;39;37;12;11;NA;NA;NA;NA;161;160;321;158;159;317;NA;NA;NA;NA;NA;NA;combined;cfs/me;4,6;4,7;1,8;1,7;NA;NA;NA;NA;yes;we excluded patients who were younger than 18 years or at significant risk of self-harm, unable to attend hospital appointments, unable to speak and read English, had medical needs that made participation inappropriate, had previously received a trial treatment for their present illness at a pace trial clinic (we initially excluded anyone whohadreceivedatrialtreatment,butfoundthenatureof treatment given elsewhere hard to establish).10;yes;at 52 weeks, participants rated satisfaction with treatment received on a 7-point scale, condensed into three categories to aid interpretation (satisfied, neutral, or dissatisfied).;yes;table 4, measured serious deterioation, physical functioning reduction, pcgi worse,withdrwan due to worsening, serious adverse reactions
white, 2011;cbt;tau;NA;NA;anx;msd;hads-a;follow up;120;self-report;8,1;7,9;4,3;4,3;6,8;8;4,2;4,4;143;151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;white_2011_msd_hads-a_followup_120.0_self-report_cbt_tau_NA_NA;-0,278100086;0,117250725;NA;NA;primary;low;low;low;high;low;high;ISRCTN Registry, ISRCTN54285094, A randomised controlled trial of adaptive pacing, cognitive behaviour therapy, and graded exercise, as supplements to standardised specialist medical care versus standardised specialist medical care alone for patients with the chronic fatigue syndrome/myalgic encephalomyelitis or encephalopathy, https://www.isrctn.com/ISRCTN54285094;gb;clinical;no;NA;adults;yes;NA;mixed;individual;NA;no;15;NA;900;NA;36;NA;0,42;NA;60;NA;NA;NA;NA;NA;NA;39;37;12;11;NA;NA;NA;NA;161;160;321;158;159;317;NA;NA;NA;NA;NA;NA;combined;cfs/me;4,6;4,7;1,8;1,7;NA;NA;NA;NA;yes;we excluded patients who were younger than 18 years or at significant risk of self-harm, unable to attend hospital appointments, unable to speak and read English, had medical needs that made participation inappropriate, had previously received a trial treatment for their present illness at a pace trial clinic (we initially excluded anyone whohadreceivedatrialtreatment,butfoundthenatureof treatment given elsewhere hard to establish).10;yes;at 52 weeks, participants rated satisfaction with treatment received on a 7-point scale, condensed into three categories to aid interpretation (satisfied, neutral, or dissatisfied).;yes;table 4, measured serious deterioation, physical functioning reduction, pcgi worse,withdrwan due to worsening, serious adverse reactions
white, 2011;cbt;tau;NA;NA;phs;msd;sf-36 physical functioning;post;24;self-report;39;39,2;15,3;15,4;54,2;48,4;21,6;23,1;155;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;white_2011_msd_sf-36physicalfunctioning_post_24.0_self-report_cbt_tau_NA_NA;0,258677912;0,11370486;NA;NA;primary;low;low;low;high;low;high;ISRCTN Registry, ISRCTN54285094, A randomised controlled trial of adaptive pacing, cognitive behaviour therapy, and graded exercise, as supplements to standardised specialist medical care versus standardised specialist medical care alone for patients with the chronic fatigue syndrome/myalgic encephalomyelitis or encephalopathy, https://www.isrctn.com/ISRCTN54285094;gb;clinical;no;NA;adults;yes;NA;mixed;individual;NA;no;15;NA;900;NA;36;NA;0,42;NA;60;NA;NA;NA;NA;NA;NA;39;37;12;11;NA;NA;NA;NA;161;160;321;158;159;317;NA;NA;NA;NA;NA;NA;combined;cfs/me;4,6;4,7;1,8;1,7;NA;NA;NA;NA;yes;we excluded patients who were younger than 18 years or at significant risk of self-harm, unable to attend hospital appointments, unable to speak and read English, had medical needs that made participation inappropriate, had previously received a trial treatment for their present illness at a pace trial clinic (we initially excluded anyone whohadreceivedatrialtreatment,butfoundthenatureof treatment given elsewhere hard to establish).10;yes;at 52 weeks, participants rated satisfaction with treatment received on a 7-point scale, condensed into three categories to aid interpretation (satisfied, neutral, or dissatisfied).;yes;table 4, measured serious deterioation, physical functioning reduction, pcgi worse,withdrwan due to worsening, serious adverse reactions
white, 2011;cbt;tau;NA;NA;phs;msd;sf-36 physical functioning;follow up;120;self-report;39;39,2;15,3;15,4;62,2;57,4;27,2;27,9;118;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;white_2011_msd_sf-36physicalfunctioning_followup_120.0_self-report_cbt_tau_NA_NA;0,173677025;0,131283587;NA;NA;primary;low;low;low;high;low;high;ISRCTN Registry, ISRCTN54285094, A randomised controlled trial of adaptive pacing, cognitive behaviour therapy, and graded exercise, as supplements to standardised specialist medical care versus standardised specialist medical care alone for patients with the chronic fatigue syndrome/myalgic encephalomyelitis or encephalopathy, https://www.isrctn.com/ISRCTN54285094;gb;clinical;no;NA;adults;yes;NA;mixed;individual;NA;no;15;NA;900;NA;36;NA;0,42;NA;60;NA;NA;NA;NA;NA;NA;39;37;12;11;NA;NA;NA;NA;161;160;321;158;159;317;NA;NA;NA;NA;NA;NA;combined;cfs/me;4,6;4,7;1,8;1,7;NA;NA;NA;NA;yes;we excluded patients who were younger than 18 years or at significant risk of self-harm, unable to attend hospital appointments, unable to speak and read English, had medical needs that made participation inappropriate, had previously received a trial treatment for their present illness at a pace trial clinic (we initially excluded anyone whohadreceivedatrialtreatment,butfoundthenatureof treatment given elsewhere hard to establish).10;yes;at 52 weeks, participants rated satisfaction with treatment received on a 7-point scale, condensed into three categories to aid interpretation (satisfied, neutral, or dissatisfied).;yes;table 4, measured serious deterioation, physical functioning reduction, pcgi worse,withdrwan due to worsening, serious adverse reactions
wiborg, 2015;cbt;wl;NA;NA;som;msd;cis;post;48;self-report;50,9;49,9;4,7;4,8;33,5;46,6;13,6;8,5;136;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;wiborg_2015_msd_cis_post_48.0_self-report_cbt_wl_NA_NA;-1,100307935;0,146415013;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;nl;clinical;no;NA;adults;no;NA;mixed;group;NA;no;14;NA;1680;NA;24;NA;0,58;NA;120;NA;NA;NA;NA;NA;NA;38,1;37,3;11,5;10,8;101;56;157;0,77;136;68;204;53;68;121;NA;NA;NA;NA;NA;In the intervention group, 4 patients had less than 4 additional symptoms at the baseline assessment, 2 pa- tients were diagnosed with a medical condition during the trial accounting for the complaints and received ad- ditional therapy tailored to their needs, 2 patients dis- closed a dispute over a disability pension, and 1 patient received individual CBT for CFS;combined;cfs/me;6,9;7,04;1,9;2;97,2;120;115,2;127,2;yes;patients who were in dispute over a disability pension were temporarily excluded from the trial;no;NA;no;NA
wiborg, 2015;cbt;wl;NA;NA;phs;msd;sf-36 physical functioning;post;48;self-report;55,4;60;18,8;20;74,4;63,3;22;21,1;136;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;wiborg_2015_msd_sf-36physicalfunctioning_post_48.0_self-report_cbt_wl_NA_NA;0,510926597;0,138936068;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;nl;clinical;no;NA;adults;no;NA;mixed;group;NA;no;14;NA;1680;NA;24;NA;0,58;NA;120;NA;NA;NA;NA;NA;NA;38,1;37,3;11,5;10,8;101;56;157;0,77;136;68;204;53;68;121;NA;NA;NA;NA;NA;In the intervention group, 4 patients had less than 4 additional symptoms at the baseline assessment, 2 pa- tients were diagnosed with a medical condition during the trial accounting for the complaints and received ad- ditional therapy tailored to their needs, 2 patients dis- closed a dispute over a disability pension, and 1 patient received individual CBT for CFS;combined;cfs/me;6,9;7,04;1,9;2;97,2;120;115,2;127,2;yes;patients who were in dispute over a disability pension were temporarily excluded from the trial;no;NA;no;NA
williams, 2010;cbt;tau;NA;NA;som;msd;bpi-severity;post;24;self-report;5,1;4,9;1,4;1,4;4,3;4,9;1,6;1,5;59;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;williams_2010_msd_bpi-severity_post_24.0_self-report_cbt_tau_NA_NA;-0,384388646;0,18582943;NA;NA;primary;low;low;low;high;some concerns;high;NA;us;clinical;no;NA;adults;yes;living well with fibromyalgia;self-guided;individual;NA;internet;13;NA;NA;NA;24;NA;0,54;NA;NA;NA;NA;NA;NA;NA;NA;50,17;50,75;12,34;10,58;NA;NA;NA;NA;59;59;118;59;59;118;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;113,4;112,08;82,2;73,2;yes;subjects were excluded from participation if they had any of following: (1) A severe physical impairment that precluded receiving/using the website or using the self-management skills contained on the website, (2) co-morbid medical illnesses capable of causing a worsening of physical functional status independent of fm (e.g., cardiopulmonary disorders, uncontrolled endocrine or allergic disorders, malignancy within 2 years, (3) Any present psychiatric disorder involving a history of psychosis, current suicide risk or attempt within 2 years of the study, or substance abuse within 2 years, (4) Prior CBT for pain management, and (5) a pending status associated with disability compensation or the receipt of disability compensation for less than 2 years.;yes;Items from the client satisfaction questionnaire (csq-12), were modified for FM and used to assess treatment satisfaction within the two treatment arms of the study. in order to verify that the web-sm arm in fact received and utilized a content that differed from the standard care, several questions were added to the csq-12 as a manipulation check of the study design.;no;NA
williams, 2010;cbt;tau;NA;NA;depr;msd;ces-d;post;24;self-report;15,1;17,1;10,1;11,5;16,4;17,5;11,9;11,5;59;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;williams_2010_msd_ces-d_post_24.0_self-report_cbt_tau_NA_NA;-0,093394268;0,18421658;NA;NA;primary;low;low;low;high;some concerns;high;NA;us;clinical;no;NA;adults;yes;living well with fibromyalgia;self-guided;individual;NA;internet;13;NA;NA;NA;24;NA;0,54;NA;NA;NA;NA;NA;NA;NA;NA;50,17;50,75;12,34;10,58;NA;NA;NA;NA;59;59;118;59;59;118;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;113,4;112,08;82,2;73,2;yes;subjects were excluded from participation if they had any of following: (1) A severe physical impairment that precluded receiving/using the website or using the self-management skills contained on the website, (2) co-morbid medical illnesses capable of causing a worsening of physical functional status independent of fm (e.g., cardiopulmonary disorders, uncontrolled endocrine or allergic disorders, malignancy within 2 years, (3) Any present psychiatric disorder involving a history of psychosis, current suicide risk or attempt within 2 years of the study, or substance abuse within 2 years, (4) Prior CBT for pain management, and (5) a pending status associated with disability compensation or the receipt of disability compensation for less than 2 years.;yes;Items from the client satisfaction questionnaire (csq-12), were modified for FM and used to assess treatment satisfaction within the two treatment arms of the study. in order to verify that the web-sm arm in fact received and utilized a content that differed from the standard care, several questions were added to the csq-12 as a manipulation check of the study design.;no;NA
williams, 2010;cbt;tau;NA;NA;anx;msd;stpi-state;post;24;self-report;17,1;16,9;6;6,3;18,1;18,4;7,1;5,9;59;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;williams_2010_msd_stpi-state_post_24.0_self-report_cbt_tau_NA_NA;-0,045660675;0,184139227;NA;NA;primary;low;low;low;high;some concerns;high;NA;us;clinical;no;NA;adults;yes;living well with fibromyalgia;self-guided;individual;NA;internet;13;NA;NA;NA;24;NA;0,54;NA;NA;NA;NA;NA;NA;NA;NA;50,17;50,75;12,34;10,58;NA;NA;NA;NA;59;59;118;59;59;118;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;113,4;112,08;82,2;73,2;yes;subjects were excluded from participation if they had any of following: (1) A severe physical impairment that precluded receiving/using the website or using the self-management skills contained on the website, (2) co-morbid medical illnesses capable of causing a worsening of physical functional status independent of fm (e.g., cardiopulmonary disorders, uncontrolled endocrine or allergic disorders, malignancy within 2 years, (3) Any present psychiatric disorder involving a history of psychosis, current suicide risk or attempt within 2 years of the study, or substance abuse within 2 years, (4) Prior CBT for pain management, and (5) a pending status associated with disability compensation or the receipt of disability compensation for less than 2 years.;yes;Items from the client satisfaction questionnaire (csq-12), were modified for FM and used to assess treatment satisfaction within the two treatment arms of the study. in order to verify that the web-sm arm in fact received and utilized a content that differed from the standard care, several questions were added to the csq-12 as a manipulation check of the study design.;no;NA
